status	path	classification	disposition
M	tools/send_message_tool.py	ios-portable	server-owned gateway/media reliability; generic client contract
M	tools/skill_manager_tool.py	ios-portable	portable server/runtime behavior; no new iOS wire unless named OPEN above
M	tools/skills_sync.py	ios-portable	portable server/runtime behavior; no new iOS wire unless named OPEN above
M	tools/skills_tool.py	ios-portable	portable server/runtime behavior; no new iOS wire unless named OPEN above
M	tools/terminal_tool.py	ios-portable	OPEN terminal-environment-management-or-server-runtime
A	tools/web_result_cache.py	ios-portable	OPEN web/browser cache operator controls; output remains generic-tool compatible
M	tools/web_tools.py	ios-portable	OPEN web/browser cache operator controls; output remains generic-tool compatible
M	toolsets.py	ios-portable	portable server/runtime behavior; no new iOS wire unless named OPEN above
M	tui_gateway/entry.py	ios-portable	OPEN event-replay-wire
A	tui_gateway/event_replay.py	ios-portable	OPEN event-replay-wire
M	tui_gateway/methods_session.py	ios-portable	OPEN event-replay-wire
M	tui_gateway/server.py	ios-portable	OPEN event-replay-wire
M	tui_gateway/ws.py	ios-portable	OPEN event-replay-wire
M	ui-tui/src/__tests__/gatewayClient.test.ts	tests-metadata-merge	desktop/web renderer-local; no literal iOS port
M	ui-tui/src/gatewayClient.ts	desktop-only	desktop/web renderer-local; no literal iOS port
M	web/src/pages/ModelsPage.tsx	desktop-only	server-driven model validation/catalog; test :nitro/:floor variants
M	website/docs/developer-guide/memory-provider-plugin.md	tests-metadata-merge	supporting test/documentation/metadata
A	website/docs/developer-guide/terminal-environment-plugin.md	tests-metadata-merge	supporting test/documentation/metadata
M	website/docs/getting-started/quickstart.md	tests-metadata-merge	supporting test/documentation/metadata
M	website/docs/guides/google-gemini.md	tests-metadata-merge	supporting test/documentation/metadata
M	website/docs/integrations/providers.md	tests-metadata-merge	supporting test/documentation/metadata
M	website/docs/reference/cli-commands.md	tests-metadata-merge	supporting test/documentation/metadata
M	website/docs/reference/environment-variables.md	tests-metadata-merge	supporting test/documentation/metadata
M	website/docs/user-guide/configuration.md	tests-metadata-merge	supporting test/documentation/metadata
M	website/docs/user-guide/desktop.md	tests-metadata-merge	supporting test/documentation/metadata
M	website/docs/user-guide/docker.md	tests-metadata-merge	supporting test/documentation/metadata
M	website/docs/user-guide/features/browser.md	tests-metadata-merge	supporting test/documentation/metadata
M	website/docs/user-guide/features/computer-use.md	tests-metadata-merge	supporting test/documentation/metadata
M	website/docs/user-guide/features/fallback-providers.md	tests-metadata-merge	supporting test/documentation/metadata
M	website/docs/user-guide/features/mcp.md	tests-metadata-merge	supporting test/documentation/metadata
M	website/docs/user-guide/features/plugins.md	tests-metadata-merge	supporting test/documentation/metadata
M	website/docs/user-guide/features/web-dashboard.md	tests-metadata-merge	supporting test/documentation/metadata
M	website/docs/user-guide/features/web-search.md	tests-metadata-merge	supporting test/documentation/metadata
M	website/docs/user-guide/messaging/signal.md	tests-metadata-merge	supporting test/documentation/metadata
M	website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/reference/environment-variables.md	tests-metadata-merge	supporting test/documentation/metadata
M	website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/reference/tools-reference.md	tests-metadata-merge	supporting test/documentation/metadata
M	website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/user-guide/configuration.md	tests-metadata-merge	supporting test/documentation/metadata
M	website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/user-guide/features/browser.md	tests-metadata-merge	supporting test/documentation/metadata
M	website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/user-guide/features/fallback-providers.md	tests-metadata-merge	supporting test/documentation/metadata
M	website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/user-guide/features/web-search.md	tests-metadata-merge	supporting test/documentation/metadata
M	website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/user-guide/messaging/signal.md	tests-metadata-merge	supporting test/documentation/metadata
M	website/sidebars.ts	tests-metadata-merge	supporting test/documentation/metadata
