commit	paths	parentCount	cluster	classification	disposition	talariaStatus	predecessors
a5b326a471d2e5cdf6741fbfd0913c85f6866aaa	agent/agent_init.py;agent/auxiliary_client.py;agent/bedrock_adapter.py;agent/compaction_display.py;agent/credits_tracker.py;agent/model_metadata.py;agent/reasoning_effort.py;cli.py;hermes_state.py;hermes_state_common.py;hermes_state_portability.py;hermes_state_schema.py;plugins/model-providers/zai/__init__.py;plugins/platforms/discord/adapter.py;plugins/platforms/telegram/adapter.py;tools/bot_mode_dm.py;tools/bot_mode_probe.py;tools/browser_cdp_tool.py;tools/browser_extension_router.py;tools/browser_tool.py;tools/environments/base.py;ui-tui/src/lib/model-search-text.ts;web/src/lib/model-search-text.ts	2	M01-merge-integration	merge-integration	merge-integration	predecessor-ledger	client-wire:W01-transcript-rewind-carriers;desktop-current:D10-merge-parent-integration;cli-current:CLI00-merge-parent-integration
fd41164861575f5564cdb091dc16204d0f49883b	cli.py;hermes_state.py	1	R10-host-runtime	host-only	host-only	none	client-wire:W01-transcript-rewind-carriers
a36d6704b67c5a5d45ebffc283798ee4525e44b9	cli.py;hermes_state.py	2	M01-merge-integration	merge-integration	merge-integration	predecessor-ledger	core-runtime:R09-merge-parent-integration;desktop-current:D10-merge-parent-integration;cli-current:CLI00-merge-parent-integration
13f4cfebfafbce8ac9d1bf29f66731858ed638b5	tools/skills_guard.py	1	R10-host-runtime	host-only	host-only	none	none
50bbcbf2b483c7a15a180fe1fb6ea142b62d8928	hermes_state.py	1	R10-host-runtime	host-only	host-only	none	client-wire:W10-dashboard-security
987064caa4f8845f605ac7346fed5b72fddfb21c	hermes_state.py	1	R10-host-runtime	host-only	host-only	none	none
fe95ed3930e3fe203c703a3893928e31b5ccbb69	agent/agent_init.py;agent/auxiliary_client.py;agent/bedrock_adapter.py;agent/credits_tracker.py;agent/model_metadata.py;agent/reasoning_effort.py;hermes_state.py;hermes_state_schema.py;plugins/model-providers/zai/__init__.py;plugins/platforms/discord/adapter.py;plugins/platforms/telegram/adapter.py;tools/bot_mode_dm.py;tools/bot_mode_probe.py;tools/skills_guard.py;ui-tui/src/lib/model-search-text.ts;web/src/lib/model-search-text.ts	2	M01-merge-integration	merge-integration	merge-integration	predecessor-ledger	core-runtime:R09-merge-parent-integration;desktop-current:D10-merge-parent-integration;cli-current:CLI00-merge-parent-integration
0404020f7b944398db529a0d09726a0e5f3c06a4	agent/agent_init.py;agent/auxiliary_client.py;agent/bedrock_adapter.py;agent/codex_responses_adapter.py;agent/compaction_display.py;agent/credits_tracker.py;agent/model_metadata.py;agent/prompt_caching.py;agent/reasoning_effort.py;agent/reasoning_timeouts.py;agent/secret_scope.py;agent/transports/codex.py;cli.py;hermes_state.py;hermes_state_common.py;hermes_state_portability.py;hermes_state_schema.py;plugins/model-providers/opencode-free/__init__.py;plugins/model-providers/opencode-zen/__init__.py;plugins/model-providers/zai/__init__.py;plugins/platforms/discord/adapter.py;plugins/platforms/telegram/adapter.py;plugins/teams_pipeline/meetings.py;plugins/teams_pipeline/pipeline.py;tools/approval.py;tools/bot_mode_dm.py;tools/bot_mode_probe.py;tools/browser_cdp_tool.py;tools/browser_extension_router.py;tools/browser_tool.py;tools/environments/base.py;tools/memory_tool.py;tools/skills_guard.py;ui-tui/src/lib/model-search-text.ts;web/src/lib/model-search-text.ts	2	M01-merge-integration	merge-integration	merge-integration	predecessor-ledger	authority:C01-canonical-routing;desktop-current:D10-merge-parent-integration;cli-current:CLI00-merge-parent-integration
b9f17ba3f10a9947ba69a5ab6cc4faa938235a44	agent/vertex_adapter.py	1	R04-model-catalog	portable-already-covered	dynamic-catalog-already-consumed	model-options-current	cli-current:CLI04-provider-catalog-host-runtime
5f0a8f8739a0d993dc60dbd3c070ef883ed26964	agent/vertex_adapter.py	1	R04-model-catalog	portable-already-covered	dynamic-catalog-already-consumed	model-options-current	cli-current:CLI04-provider-catalog-host-runtime
21a93f0a67088ebaf74ce15078286d71f1c6a770	tools/vision_tools.py	1	R10-host-runtime	host-only	host-only	none	none
dff84f18901c3b3c082e7783ea03b7bb7b9ef6c7	tools/browser_tool.py;tools/vision_tools.py	1	R10-host-runtime	host-only	host-only	none	core-runtime:R01-compaction-and-transcript-continuity
016ba661764fd59a87a728934feec6b98169647c	hermes_state.py	1	R10-host-runtime	host-only	host-only	none	none
72ae855da517b80d73b825321cad2b5b8e25a56b	hermes_state.py	1	R10-host-runtime	host-only	host-only	none	core-runtime:R01-compaction-and-transcript-continuity
63a9c26fbe6ca50138814111c21a4f4550ea85c1	agent/auxiliary_client.py;agent/model_metadata.py;agent/transports/codex.py;agent/usage_pricing.py	1	R04-model-catalog	portable-already-covered	dynamic-catalog-already-consumed	model-options-current	cli-current:CLI04-provider-catalog-host-runtime
7b89e177745fab390d2e7bdbf5e231bf164be24f	agent/model_metadata.py	1	R04-model-catalog	portable-already-covered	dynamic-catalog-already-consumed	model-options-current	cli-current:CLI04-provider-catalog-host-runtime
d3e087fd8c2441577bac614c755ec46a1c4e7ee8	tools/bot_mode_dm.py;tools/bot_mode_probe.py;tools/bot_relay.py	1	R05-a2a-canonical-transcript	portable-already-covered	covered-by-predecessor-ledger	message-agent-current	authority:C02-a2a-cron;desktop-current:D02-bot-rooms-roster-and-identity
c02fe6501bb1f59e47ebdfb55dcc649091ce0f42	tools/browser_tool.py;tools/vision_tools.py	1	R10-host-runtime	host-only	host-only	none	none
30d4555085ec684ff140d5841b5456b5d2291a72	tools/browser_use_cli.py;tools/vision_tools.py	1	R10-host-runtime	host-only	host-only	none	none
933c209e96630a6026b0a18ecf6a86e65110f5b8	agent/auxiliary_client.py	1	R04-model-catalog	portable-already-covered	dynamic-catalog-already-consumed	model-options-current	none
10f0d2278bf7ea7dd005e5c8b1b9dc47d108a1ec	tools/voice_client_config.py	1	R09-other-client-only	other-client-only	other-client-only	none	client-wire:W08-client-direct-voice;desktop-current:D07-desktop-shell-windowing-and-motion;cli-current:CLI01-dashboard-desktop-surface
9e18197745cc12f2c93196d67260bdcd23b51adb	cli.py	1	R10-host-runtime	host-only	host-only	none	core-runtime:R06-terminal-process-and-host-lifecycle;cli-current:CLI11-predecessor-covered
eaa61ff62d556055542cd9fb10857d3d53a2f9f5	tools/bot_mode_dm.py	1	R05-a2a-canonical-transcript	portable-already-covered	covered-by-predecessor-ledger	message-agent-current	none
0ae18cdae022e5071b318b797bf896e8c7c97057	tools/bot_mode_dm.py	1	R05-a2a-canonical-transcript	portable-already-covered	covered-by-predecessor-ledger	message-agent-current	none
08742d0e32a1a3b7e9a795fe5d0923064bcbb0c6	tools/bot_mode_dm.py	1	R05-a2a-canonical-transcript	portable-already-covered	covered-by-predecessor-ledger	message-agent-current	none
793fba428ade996975cb300eb3aa512ebe6ffb41	tools/bot_mode_dm.py	1	R05-a2a-canonical-transcript	portable-already-covered	covered-by-predecessor-ledger	message-agent-current	gateway-platform-current:G06-platform-housekeeping
764dba69532e2ead23f57c2db3998ec007a3d3ce	tools/bot_relay.py	1	R05-a2a-canonical-transcript	portable-already-covered	covered-by-predecessor-ledger	message-agent-current	client-wire:W05-bot-relay-delivery
64eb6bb7fc029ba03331abac379288c30b9e2157	tools/bot_failure_reasons.py;tools/bot_mode_dm.py;tools/bot_relay.py	1	R05-a2a-canonical-transcript	portable-already-covered	covered-by-predecessor-ledger	message-agent-current	client-wire:W05-bot-relay-delivery
6994851694a98c9078bd90f7bc562f7b33f9bb51	tools/bot_failure_reasons.py	1	R05-a2a-canonical-transcript	portable-already-covered	covered-by-predecessor-ledger	message-agent-current	none
b96369212c2219acb3b13ba201945e22f4e8a543	tools/bot_mode_dm.py;tools/bot_relay.py	1	R05-a2a-canonical-transcript	portable-already-covered	covered-by-predecessor-ledger	message-agent-current	cli-current:CLI06-cli-local-management
e00d6c1995ea0fc34e3b6722b8f800baaf89d2ca	tools/bot_relay.py	1	R10-host-runtime	host-only	host-only	none	authority:C03-roster-ownership;desktop-current:D02-bot-rooms-roster-and-identity
2df849b57aa86a329a34f140d488753cfda1e8d7	tools/bot_failure_reasons.py;tools/bot_mode_dm.py;tools/bot_relay.py	2	M01-merge-integration	merge-integration	merge-integration	predecessor-ledger	desktop-current:D10-merge-parent-integration
2eaa863112d2980bbe6f15ea409a6a29e50964fe	tools/bot_mode_dm.py;tools/bot_relay.py	2	M01-merge-integration	merge-integration	merge-integration	predecessor-ledger	authority:C05-attention-relay;desktop-current:D10-merge-parent-integration;cli-current:CLI00-merge-parent-integration
ac3f9a2dc4fe20fc24c1cfbdabf500a9d2b41ef3	tools/bot_mode_dm.py;tools/bot_relay.py	1	R05-a2a-canonical-transcript	portable-already-covered	covered-by-predecessor-ledger	message-agent-current	client-wire:W05-bot-relay-delivery;cli-current:CLI11-predecessor-covered
c460e87d10def7cf0c11b3b045156147b40c3dd5	tools/bot_relay.py	1	R05-a2a-canonical-transcript	portable-already-covered	covered-by-predecessor-ledger	message-agent-current	client-wire:W05-bot-relay-delivery
2df30612f9839f9bfde43d5fb541074e68b81bbb	tools/bot_mode_dm.py;tools/bot_relay.py	2	M01-merge-integration	merge-integration	merge-integration	predecessor-ledger	cli-current:CLI00-merge-parent-integration
96df9525299c5b54645bdebecf2f0b9ecbcd1134	tools/bot_mode_dm.py;tools/bot_relay.py	2	M01-merge-integration	merge-integration	merge-integration	predecessor-ledger	desktop-current:D10-merge-parent-integration;cli-current:CLI00-merge-parent-integration
bef31fb06bbfae3e2ded660e0aceafe35399eca2	hermes_state.py	1	R05-a2a-canonical-transcript	portable-already-covered	covered-by-predecessor-ledger	message-agent-current	client-wire:W04-session-profile-correctness
4865194772e6af2af7ac974f73b6f50454264cb5	hermes_state.py;hermes_state_common.py	1	R05-a2a-canonical-transcript	portable-already-covered	covered-by-predecessor-ledger	message-agent-current	client-wire:W04-session-profile-correctness
739bc555b1932e66c169b20edec3a48368e2dd3f	hermes_state.py;hermes_state_common.py	2	M01-merge-integration	merge-integration	merge-integration	predecessor-ledger	gateway-platform-current:G07-merge-integration
2ebb1cb41400660ccc3712157c18b3d39f278ab6	plugins/kanban/dashboard/plugin_api.py	1	R09-other-client-only	other-client-only	other-client-only	none	none
165d1849e25c7653a4c1879ca8410475eb8a7d52	acp_adapter/permissions.py;cli.py;tools/approval.py;tools/file_tools.py	1	R09-other-client-only	other-client-only	other-client-only	none	none
9ea7fe993869109767f05a2e0611d8f15a30fabd	tools/interpreter_shutdown.py	1	R10-host-runtime	host-only	host-only	none	core-runtime:R05-cron-execution-and-retirement
3eb761c51c5b1871d231ae45df233e31e1116ace	tools/interpreter_shutdown.py	2	M01-merge-integration	merge-integration	merge-integration	predecessor-ledger	core-runtime:R09-merge-parent-integration;desktop-current:D10-merge-parent-integration;cli-current:CLI00-merge-parent-integration
a74eb2dd419bbe95249c3bf8dba6812da95c0dc4	cron/lifecycle_guard.py	1	R10-host-runtime	host-only	host-only	none	none
c595d3564ac06d7c1ff0e068de24e2e2118a7f35	cron/lifecycle_guard.py	1	R10-host-runtime	host-only	host-only	none	none
320d884d8862360fbca7d0bfda70e487fcfa7bc9	cron/lifecycle_guard.py	1	R10-host-runtime	host-only	host-only	none	none
6d501c295880fe6f26c9b8adadaab8b76af4c9d3	cron/lifecycle_guard.py;tools/approval.py	1	R10-host-runtime	host-only	host-only	none	none
8e2e3202da385a26686e5ccc1249a65466e40aba	cli.py	1	R10-host-runtime	host-only	host-only	none	none
637716755cb81e01eccd0aeea6ea41a251350a9f	cli.py	1	R10-host-runtime	host-only	host-only	none	core-runtime:R06-terminal-process-and-host-lifecycle
12395e57b4a3e7fa3610408c043011ec7ba2f8ad	cli.py	1	R10-host-runtime	host-only	host-only	none	client-wire:W07-approval-review;cli-current:CLI11-predecessor-covered
4aa162b30d44967f5fd4b1f2315d258d10461702	hermes_state_common.py	1	R01-transcript-and-canonical-state	portable-already-covered	covered-by-predecessor-ledger	rich-transcript-current	client-wire:W09-ws-session-lifecycle
fe483de4d3e7b5340e2dbb16253dca5914bbe31e	agent/chat_completion_helpers.py	1	R10-host-runtime	host-only	host-only	none	none
4ca993c746e319ccc063c1f6679baf7ff82ae29b	agent/image_routing.py	1	R10-host-runtime	host-only	host-only	none	none
51239e8e2a9d88d4489e0a484b08b769160b54e4	agent/image_routing.py;agent/model_metadata.py	1	R10-host-runtime	host-only	host-only	none	none
180f98112569225b5fba6d4d3193f62ccdacbbe1	cron/lifecycle_guard.py	1	R10-host-runtime	host-only	host-only	none	none
20e308fea70533bf3bfa5b91f318e88156e7e8de	cron/lifecycle_guard.py	1	R10-host-runtime	host-only	host-only	none	none
dd2b5172e458621b9691c16d2f973d8733dad6db	tools/file_tools.py	1	R10-host-runtime	host-only	host-only	none	none
acf82456077b7e7340c63b02f9409743ee4ab2b6	tools/file_tools.py	1	R10-host-runtime	host-only	host-only	none	none
679e07a074a838568933b90e716c84a9a1f9fe07	cron/lifecycle_guard.py;tools/approval.py	1	R10-host-runtime	host-only	host-only	none	none
1c791cbfe67dcf0da5bdf6fdd80e075018d6df8d	cron/lifecycle_guard.py	1	R10-host-runtime	host-only	host-only	none	core-runtime:R06-terminal-process-and-host-lifecycle;cli-current:CLI02-host-update-lifecycle
b34edd6b019887363a792e058fd86f0670f173a5	cron/lifecycle_guard.py	1	R10-host-runtime	host-only	host-only	none	core-runtime:R06-terminal-process-and-host-lifecycle
9aa0721b23e9d738edbddaa24598976bcf0ae3d6	cron/lifecycle_guard.py	1	R10-host-runtime	host-only	host-only	none	none
65c58651b0e34ab3d2c25b7024609ef9c7b7ffef	web/src/pages/ModelsPage.tsx	1	R07-auxiliary-model-administration-blocked	upstream-contract-blocked	upstream-contract-blocked	authority-blocked	client-wire:W06-dashboard-update-config;desktop-current:D06-model-settings-and-provider-surface;cli-current:CLI11-predecessor-covered
da30db8e8c368351c1de8cbe688e3d40b2f8e817	cron/lifecycle_guard.py	1	R10-host-runtime	host-only	host-only	none	none
92edb861be3d2530818f604ec8316a2d2a5841c1	cron/lifecycle_guard.py	1	R10-host-runtime	host-only	host-only	none	none
a9e46229b265f36335b16310d1aecbcc6204bc7b	cron/lifecycle_guard.py	1	R10-host-runtime	host-only	host-only	none	none
31a01f373bb520703e26fece6bb106255c2d55b2	hermes_state.py	1	R10-host-runtime	host-only	host-only	none	none
27fb1179f8bad4e7c3da0bb8d0c062f7bcda8b08	ui-tui/packages/hermes-ink/src/utils/execFileNoThrow.ts	1	R09-other-client-only	other-client-only	other-client-only	none	none
6d48fbed1bb370d9d2c629bf26929138332842b8	ui-tui/packages/hermes-ink/src/ink/termio/osc.ts	1	R09-other-client-only	other-client-only	other-client-only	none	none
5d8b0315147e0ff177a1caf44511d9505c2736c3	tools/transcription_tools.py	1	R10-host-runtime	host-only	host-only	none	none
478a09c06bcdf1f7c7773e4fd4cf639783c491df	tools/browser_use_cli.py	1	R10-host-runtime	host-only	host-only	none	none
b0001f45a2650b5a076758d97984312ef83ab940	tools/environments/local.py	1	R10-host-runtime	host-only	host-only	none	none
5921ba8c0646e04a778b0ab3f7e4e5756a2eabdd	cron/lifecycle_guard.py	1	R10-host-runtime	host-only	host-only	none	none
a19e1bae1003b4d99ea2d68810471be129a8c543	cron/lifecycle_guard.py	1	R10-host-runtime	host-only	host-only	none	none
6b3a7af73d4863445ce6d2fe1e11eca72a2a20f1	cron/lifecycle_guard.py	1	R10-host-runtime	host-only	host-only	none	none
26a4f89ada5dc62980b4aa1666397dcc6e9f5101	hermes_state_portability.py	1	R01-transcript-and-canonical-state	portable-already-covered	covered-by-predecessor-ledger	rich-transcript-current	client-wire:W04-session-profile-correctness
80b202f53aa719eebb73ae1af596fa806f7768d3	hermes_state_portability.py	1	R01-transcript-and-canonical-state	portable-already-covered	covered-by-predecessor-ledger	rich-transcript-current	client-wire:W04-session-profile-correctness
d3e4b50e68b8bc0f202ef1ba8f11d4f051f2c791	hermes_state.py	1	R01-transcript-and-canonical-state	portable-already-covered	covered-by-predecessor-ledger	rich-transcript-current	client-wire:W09-ws-session-lifecycle;cli-current:CLI11-predecessor-covered
47d6ce78a24920a5f1baa51332efb8b45d1fef19	hermes_state_common.py	1	R01-transcript-and-canonical-state	portable-already-covered	covered-by-predecessor-ledger	rich-transcript-current	client-wire:W09-ws-session-lifecycle;cli-current:CLI11-predecessor-covered
0f33c207e6c5ab9a86e8dc42f6e79526276afa77	hermes_state_search.py	1	R10-host-runtime	host-only	host-only	none	none
9d0727d49b185d44af09170cb45e71c1568d577b	hermes_state_common.py;hermes_state_schema.py;hermes_state_search.py	1	R10-host-runtime	host-only	host-only	none	none
bf15b050b1ab5ee7ec5a688213fd9ff8825eb8f5	plugins/platforms/telegram/adapter.py	1	R09-other-client-only	other-client-only	other-client-only	none	none
608a56ed7f50926ecfae1db39447b280a0bc4d1e	hermes_state_schema.py	1	R10-host-runtime	host-only	host-only	none	none
b274b346d846fdd38ac650ebf00c50b84ad00ee2	tools/bot_failure_reasons.py;tools/bot_mode_dm.py	1	R05-a2a-canonical-transcript	portable-already-covered	covered-by-predecessor-ledger	message-agent-current	authority:C02-a2a-cron
2912c36aa41c2e33f3f61d16de0a3897a1e6cef1	tools/bot_relay.py	1	R05-a2a-canonical-transcript	portable-already-covered	covered-by-predecessor-ledger	message-agent-current	gateway-platform-current:G03-source-profile-auth
37411f349a11570292d88dcedc98b48f5ad99af6	agent/credential_pool.py	1	R10-host-runtime	host-only	host-only	none	core-runtime:R07-provider-and-host-runtime
8f3a82f96a654f66b52f8b2c9b98f35cc542a59b	hermes_state.py;hermes_state_common.py;hermes_state_schema.py	1	R10-host-runtime	host-only	host-only	none	cli-current:CLI06-cli-local-management
fe2452560523139974d3c42549fbbd8d0da172ab	hermes_state.py	1	R10-host-runtime	host-only	host-only	none	none
c584d15cdc31e1ebf3989c426ed05fb2ddb0c9fc	tools/bot_relay.py	1	R05-a2a-canonical-transcript	portable-already-covered	covered-by-predecessor-ledger	message-agent-current	authority:C02-a2a-cron;desktop-current:D02-bot-rooms-roster-and-identity
7caa731e80dd2b817caf391a8bc6197b135c2771	tools/skill_usage.py	1	R10-host-runtime	host-only	host-only	none	cli-current:CLI06-cli-local-management
dd20c30dec51d0b3e3bffcafc3594f2d3a13dd3a	tools/skill_usage.py	1	R10-host-runtime	host-only	host-only	none	cli-current:CLI06-cli-local-management
fb381e8055da3e9ea8f3c305cf3f31fc73530a9a	tools/environments/docker.py	1	R10-host-runtime	host-only	host-only	none	none
410b1ec5559d175e8cbc436ba35dcf7d9d323b9d	tools/environments/base.py;tools/environments/docker.py;tools/environments/singularity.py	1	R10-host-runtime	host-only	host-only	none	none
