commit	paths	cluster	classification	disposition	talariaSlice	contract	evidence	required
37411f349a11570292d88dcedc98b48f5ad99af6	agent/agent_runtime_helpers.py	R07-provider-and-host-runtime	gateway-host-runtime	host-only	none	Provider credentials, route selection, caching, and SDK request transforms are gateway-host runtime concerns.	Pinned provider/runtime paths prove the behavior is upstream host implementation rather than an app wire feature.	Run provider-host integration coverage; mobile consumes resulting turns only.
0c3a5075350c0006b3895267efa83a638d5103d6	agent/error_classifier.py	R04-failure-retry-and-interrupt	portable-mobile-runtime	covered-by-open-slice	error-surface-v2	Retry, failure classification, and cancellation must not publish stale or ambiguous turn state.	Pinned classifier, loop, interrupt, and turn paths capture the host contract; the error-surface slice owns user presentation.	Exercise provider retry, hard interrupt, cancellation diagnostics, and a retry after reconnect.
21b92d26877fd51d8ef43f8a5f469085697e5902	agent/conversation_loop.py	R03-tool-turn-and-provider-settlement	portable-mobile-runtime	covered-by-open-slice	rich-transcript-structured-output	Tool-call aliases, streamed provider items, and structured tool results must settle exactly once and remain model-visible.	Pinned runtime and tool paths capture the settlement rules; the structured-output slice is the mobile-facing dependency base.	Exercise mixed id/call_id tool results, delayed Responses items, and schema-bearing Gemini tool output.
b37a5bc0dfd83be4d557369f6ca05736c15333b3	cron/jobs.py	R05-cron-execution-and-retirement	upstream-contract	upstream-contract-blocked	none	A one-shot retired outside its grace window has only a best-effort host output diagnostic and deletion; no typed gateway retirement event or reason reaches Talaria.	cron/jobs.py::_write_missed_oneshot_diagnostic writes save_job_output, then get_due_jobs removes raw_jobs; cron/scheduler_provider.py only logs and skips the same missed one-shot.	Block mobile retirement UI until upstream exposes a typed cron retirement reason/event or a durable list/detail record.
ed8ee9a871d9e804e6f19102abfee17a3b2683b8	cron/scheduler_provider.py	R05-cron-execution-and-retirement	upstream-contract	upstream-contract-blocked	none	A one-shot retired outside its grace window has only a best-effort host output diagnostic and deletion; no typed gateway retirement event or reason reaches Talaria.	cron/jobs.py::_write_missed_oneshot_diagnostic writes save_job_output, then get_due_jobs removes raw_jobs; cron/scheduler_provider.py only logs and skips the same missed one-shot.	Block mobile retirement UI until upstream exposes a typed cron retirement reason/event or a durable list/detail record.
9a91f7058c9728724d403304e50250af4e4433ab	agent/agent_runtime_helpers.py;agent/background_review.py;agent/codex_runtime.py;agent/context_compressor.py;agent/conversation_compression.py;agent/conversation_loop.py;agent/error_classifier.py;agent/error_surface.py;agent/gemini_native_adapter.py;agent/interrupt_compat.py;agent/message_sanitization.py;agent/native_compaction.py;agent/review_engine.py;agent/subagent_lifecycle.py;agent/tool_dispatch_helpers.py;agent/tool_executor.py;agent/turn_context.py;agent/turn_finalizer.py;cron/jobs.py;cron/scheduler.py;cron/scheduler_provider.py;run_agent.py;tools/code_execution_tool.py;tools/cronjob_tools.py;tools/delegate_tool.py;tools/interrupt.py;tools/mcp_tool.py;tools/process_registry.py;tools/registry.py;tools/terminal_tool.py	R09-merge-parent-integration	merge-integration	merge-integration	none	The merge retains changes from all parents; it introduces no separately portable mobile contract.	The checker unions every parent diff for this exact merge and verifies its complete endpoint path set.	Rely on the constituent cluster verification; no independent client feature is required.
c3a63a16f1b11ef25b6e7a302fb1f249e41fe8d2	cron/jobs.py	R05-cron-execution-and-retirement	portable-mobile-runtime	covered-by-open-slice	cron-push-isolation	Cron scheduling, delivery, and list/detail state must keep a single source of truth across gateway and mobile surfaces.	Pinned cron paths capture execution and retirement behavior; the cron push slice owns compatible mobile observation where a wire exists.	Exercise create, re-arm, run, stale due handling, and refresh after a cron.changed notification.
a0ca7c19204e514f9590ce3b812e029b315ab9e9	cron/jobs.py	R05-cron-execution-and-retirement	portable-mobile-runtime	covered-by-open-slice	cron-push-isolation	Cron scheduling, delivery, and list/detail state must keep a single source of truth across gateway and mobile surfaces.	Pinned cron paths capture execution and retirement behavior; the cron push slice owns compatible mobile observation where a wire exists.	Exercise create, re-arm, run, stale due handling, and refresh after a cron.changed notification.
0a3b7efec55c323b7a294a542ca5516c3684dd52	agent/agent_runtime_helpers.py	R07-provider-and-host-runtime	gateway-host-runtime	host-only	none	Provider credentials, route selection, caching, and SDK request transforms are gateway-host runtime concerns.	Pinned provider/runtime paths prove the behavior is upstream host implementation rather than an app wire feature.	Run provider-host integration coverage; mobile consumes resulting turns only.
0204e4898e4ae98265e6471c1ee119dc00c1ec73	agent/agent_runtime_helpers.py	R07-provider-and-host-runtime	gateway-host-runtime	host-only	none	Provider credentials, route selection, caching, and SDK request transforms are gateway-host runtime concerns.	Pinned provider/runtime paths prove the behavior is upstream host implementation rather than an app wire feature.	Run provider-host integration coverage; mobile consumes resulting turns only.
f93b350711e7e58f9cf1a7bba5cd9c7cff8abe40	agent/agent_runtime_helpers.py	R07-provider-and-host-runtime	gateway-host-runtime	host-only	none	Provider credentials, route selection, caching, and SDK request transforms are gateway-host runtime concerns.	Pinned provider/runtime paths prove the behavior is upstream host implementation rather than an app wire feature.	Run provider-host integration coverage; mobile consumes resulting turns only.
10a070bd491087bc724bb907bf5dda5eeb181642	agent/codex_runtime.py	R07-provider-and-host-runtime	gateway-host-runtime	host-only	none	Provider credentials, route selection, caching, and SDK request transforms are gateway-host runtime concerns.	Pinned provider/runtime paths prove the behavior is upstream host implementation rather than an app wire feature.	Run provider-host integration coverage; mobile consumes resulting turns only.
29c5a12e04497dfb18d5432f9416f837bfe80919	cron/jobs.py	R05-cron-execution-and-retirement	upstream-contract	upstream-contract-blocked	none	A one-shot retired outside its grace window has only a best-effort host output diagnostic and deletion; no typed gateway retirement event or reason reaches Talaria.	cron/jobs.py::_write_missed_oneshot_diagnostic writes save_job_output, then get_due_jobs removes raw_jobs; cron/scheduler_provider.py only logs and skips the same missed one-shot.	Block mobile retirement UI until upstream exposes a typed cron retirement reason/event or a durable list/detail record.
350fb975b9584703a31ead9ba029c9f40ba9c6c0	cron/jobs.py;cron/scheduler.py;tools/cronjob_tools.py	R05-cron-execution-and-retirement	portable-mobile-runtime	covered-by-open-slice	cron-push-isolation	Cron scheduling, delivery, and list/detail state must keep a single source of truth across gateway and mobile surfaces.	Pinned cron paths capture execution and retirement behavior; the cron push slice owns compatible mobile observation where a wire exists.	Exercise create, re-arm, run, stale due handling, and refresh after a cron.changed notification.
0eda2ba0c83501c3b478869cac5ebd47a2f520cf	cron/jobs.py;cron/scheduler.py	R05-cron-execution-and-retirement	portable-mobile-runtime	covered-by-open-slice	cron-push-isolation	Cron scheduling, delivery, and list/detail state must keep a single source of truth across gateway and mobile surfaces.	Pinned cron paths capture execution and retirement behavior; the cron push slice owns compatible mobile observation where a wire exists.	Exercise create, re-arm, run, stale due handling, and refresh after a cron.changed notification.
b3730153c3779ce43c5a332c760d85e1fb0e7e66	tools/process_registry.py;tools/terminal_tool.py	R06-terminal-process-and-host-lifecycle	gateway-host-runtime	host-only	none	Terminal, process registry, code execution, and host shutdown behavior execute on the gateway host rather than in the mobile app.	Pinned terminal/process paths prove this is host execution behavior, not a mobile runtime contract.	Run host regression coverage; do not create a mobile duplicate of process ownership or lifecycle guards.
d8d1e18ab9ce0ef4b0bdbe345d577ad1ba678bf6	tools/process_registry.py;tools/terminal_tool.py	R06-terminal-process-and-host-lifecycle	test-only	test-only	none	Terminal, process registry, code execution, and host shutdown behavior execute on the gateway host rather than in the mobile app.	Pinned terminal/process paths prove this is host execution behavior, not a mobile runtime contract.	Run host regression coverage; do not create a mobile duplicate of process ownership or lifecycle guards.
6e534df114097b86fa82b464f33830fc5c97e2fa	agent/agent_runtime_helpers.py;agent/codex_runtime.py;agent/context_compressor.py;agent/turn_context.py;cron/jobs.py;cron/scheduler.py;run_agent.py;tools/cronjob_tools.py;tools/process_registry.py;tools/terminal_tool.py	R09-merge-parent-integration	merge-integration	merge-integration	none	The merge retains changes from all parents; it introduces no separately portable mobile contract.	The checker unions every parent diff for this exact merge and verifies its complete endpoint path set.	Rely on the constituent cluster verification; no independent client feature is required.
8e46e2c4c49391737e311aad12be829062364bac	agent/agent_runtime_helpers.py;agent/codex_runtime.py;agent/context_compressor.py;agent/turn_context.py;run_agent.py	R09-merge-parent-integration	merge-integration	merge-integration	none	The merge retains changes from all parents; it introduces no separately portable mobile contract.	The checker unions every parent diff for this exact merge and verifies its complete endpoint path set.	Rely on the constituent cluster verification; no independent client feature is required.
302085ab2e09ab552a611443eba05da29ad7da72	tools/cronjob_tools.py	R05-cron-execution-and-retirement	portable-mobile-runtime	covered-by-open-slice	cron-push-isolation	Cron scheduling, delivery, and list/detail state must keep a single source of truth across gateway and mobile surfaces.	Pinned cron paths capture execution and retirement behavior; the cron push slice owns compatible mobile observation where a wire exists.	Exercise create, re-arm, run, stale due handling, and refresh after a cron.changed notification.
5843b2f5959409d769c66eda89ca1e746983ded5	tools/cronjob_tools.py	R05-cron-execution-and-retirement	portable-mobile-runtime	covered-by-open-slice	cron-push-isolation	Cron scheduling, delivery, and list/detail state must keep a single source of truth across gateway and mobile surfaces.	Pinned cron paths capture execution and retirement behavior; the cron push slice owns compatible mobile observation where a wire exists.	Exercise create, re-arm, run, stale due handling, and refresh after a cron.changed notification.
ddbd928ee4e881f0c7b3536a00355647c6559fe2	tools/cronjob_tools.py	R05-cron-execution-and-retirement	portable-mobile-runtime	covered-by-open-slice	cron-push-isolation	Cron scheduling, delivery, and list/detail state must keep a single source of truth across gateway and mobile surfaces.	Pinned cron paths capture execution and retirement behavior; the cron push slice owns compatible mobile observation where a wire exists.	Exercise create, re-arm, run, stale due handling, and refresh after a cron.changed notification.
7dde1b8b0bcd20635068d4d91b30099c854357b4	tools/mcp_tool.py	R03-tool-turn-and-provider-settlement	gateway-host-runtime	host-only	none	Tool-call aliases, streamed provider items, and structured tool results must settle exactly once and remain model-visible.	Pinned runtime and tool paths capture the settlement rules; the structured-output slice is the mobile-facing dependency base.	Exercise mixed id/call_id tool results, delayed Responses items, and schema-bearing Gemini tool output.
057dcdf236f8a6a26721c10fcc6ccb72726e272a	tools/mcp_tool.py	R09-merge-parent-integration	merge-integration	merge-integration	none	The merge retains changes from all parents; it introduces no separately portable mobile contract.	The checker unions every parent diff for this exact merge and verifies its complete endpoint path set.	Rely on the constituent cluster verification; no independent client feature is required.
