commit	paths	cluster	classification	disposition	talariaStatus	predecessors
231e613d3d66a9e3d150741481839092053b2f3e	hermes_cli/subcommands/peer.py	CLI08-profile-peer-host-safety	gateway-host-runtime	verify-on-host	none	none
9e18197745cc12f2c93196d67260bdcd23b51adb	hermes_cli/config_defaults.py;hermes_cli/oneshot.py	CLI11-predecessor-covered	predecessor-covered	covered-by-predecessor	none	core-runtime:R06-terminal-process-and-host-lifecycle
6cb1085d3d8b7af6849ff902dc58a88b7408da0c	hermes_cli/profiles.py	CLI08-profile-peer-host-safety	gateway-host-runtime	verify-on-host	none	none
dfcef70061583ed98be8503756744c19423e73d7	hermes_cli/gateway.py;hermes_cli/update_cmd.py	CLI02-host-update-lifecycle	gateway-host-runtime	host-cli-only	none	none
1bf93660f1d7a5c7d37ba525687af245044ad2ea	hermes_cli/gateway.py;hermes_cli/update_cmd.py	CLI02-host-update-lifecycle	gateway-host-runtime	host-cli-only	none	none
18b7fc82b66f2850172a45d0e08b8c11d27e63cb	hermes_cli/update_cmd.py;hermes_cli/update_inventory.py	CLI03-pr91-durable-update-recovery	durable-host-update-recovery	covered-by-pr91-excluded	pr91-excluded	none
706f33d42415d706b8f93dd299f4b317428e4a6b	hermes_cli/update_cmd.py	CLI02-host-update-lifecycle	gateway-host-runtime	host-cli-only	none	none
b96369212c2219acb3b13ba201945e22f4e8a543	hermes_cli/config_defaults.py	CLI06-cli-local-management	host-cli-runtime	host-cli-only	none	none
2eaa863112d2980bbe6f15ea409a6a29e50964fe	hermes_cli/config_defaults.py	CLI00-merge-parent-integration	merge-integration	merge-integration	none	authority:C05-attention-relay
ac3f9a2dc4fe20fc24c1cfbdabf500a9d2b41ef3	hermes_cli/config_defaults.py	CLI11-predecessor-covered	predecessor-covered	covered-by-predecessor	none	client-wire:W05-bot-relay-delivery
58a8cc7dd1557439578f2370e98a2c450f123109	hermes_cli/config_defaults.py	CLI06-cli-local-management	host-cli-runtime	host-cli-only	none	none
2df30612f9839f9bfde43d5fb541074e68b81bbb	hermes_cli/config_defaults.py	CLI00-merge-parent-integration	merge-integration	merge-integration	none	none
96df9525299c5b54645bdebecf2f0b9ecbcd1134	hermes_cli/config_defaults.py	CLI00-merge-parent-integration	merge-integration	merge-integration	none	none
b7cb32122312589edb967e1722d87bae48dd818e	hermes_cli/config.py	CLI11-predecessor-covered	predecessor-covered	covered-by-predecessor	none	client-wire:W06-dashboard-update-config
b2ade2388df1844e55ebd5b82f6dd91360b9fc6f	hermes_cli/dashboard_auth/registry.py;hermes_cli/plugins.py	CLI01-dashboard-desktop-surface	desktop-only	desktop-only	none	none
d861fbe55073dbd9e295eaf2c1fd16c8af54f7da	hermes_cli/plugins.py	CLI07-plugin-dashboard-host	dashboard-plugin-host	host-cli-only	none	none
0e038425db3db793ba827936250677c1b5970e6f	hermes_cli/gateway.py	CLI02-host-update-lifecycle	gateway-host-runtime	host-cli-only	none	core-runtime:R06-terminal-process-and-host-lifecycle
7cc92cb134d3fce998e0435f50b41c86d0e44966	hermes_cli/dashboard_auth/login_page.py	CLI01-dashboard-desktop-surface	desktop-only	desktop-only	none	none
bd13d593a9fc8c988db7ecf95426dbcc08293e3b	hermes_cli/dashboard_auth/login_page.py	CLI01-dashboard-desktop-surface	desktop-only	desktop-only	none	none
3eb761c51c5b1871d231ae45df233e31e1116ace	hermes_cli/dashboard_auth/login_page.py	CLI00-merge-parent-integration	merge-integration	merge-integration	none	core-runtime:R09-merge-parent-integration
12395e57b4a3e7fa3610408c043011ec7ba2f8ad	hermes_cli/cli_commands_mixin.py;hermes_cli/commands.py;hermes_cli/config_defaults.py	CLI11-predecessor-covered	predecessor-covered	covered-by-predecessor	none	client-wire:W07-approval-review
fdd8d75ba06e949c46d8fbb4037a0130b353dc60	hermes_cli/config_defaults.py	CLI11-predecessor-covered	predecessor-covered	covered-by-predecessor	none	client-wire:W09-ws-session-lifecycle
1c791cbfe67dcf0da5bdf6fdd80e075018d6df8d	hermes_cli/gateway.py	CLI02-host-update-lifecycle	gateway-host-runtime	host-cli-only	none	core-runtime:R06-terminal-process-and-host-lifecycle
65c58651b0e34ab3d2c25b7024609ef9c7b7ffef	hermes_cli/main.py	CLI11-predecessor-covered	predecessor-covered	covered-by-predecessor	none	client-wire:W06-dashboard-update-config
4202a508fdd977df1601ec90e578a850cf28be97	hermes_cli/config_defaults.py	CLI11-predecessor-covered	predecessor-covered	covered-by-predecessor	none	core-runtime:R02-review-and-subagent-lifecycle
74e6885f0d8df98c223feedeb032376fd834b3d9	hermes_cli/config_defaults.py	CLI11-predecessor-covered	predecessor-covered	covered-by-predecessor	none	core-runtime:R02-review-and-subagent-lifecycle
c4871226f1127a675ddfc47f07f9236738863a17	hermes_cli/runtime_provider.py	CLI04-provider-catalog-host-runtime	gateway-host-runtime	dynamic-catalog-already-consumed	existing-model-options-consumer	none
d3e4b50e68b8bc0f202ef1ba8f11d4f051f2c791	hermes_cli/config_defaults.py	CLI11-predecessor-covered	predecessor-covered	covered-by-predecessor	none	client-wire:W09-ws-session-lifecycle
47d6ce78a24920a5f1baa51332efb8b45d1fef19	hermes_cli/config_defaults.py	CLI11-predecessor-covered	predecessor-covered	covered-by-predecessor	none	client-wire:W09-ws-session-lifecycle
d3df14a7e368c2d3522bf91dace2f3054e26818d	hermes_cli/config_defaults.py;hermes_cli/main.py	CLI11-predecessor-covered	predecessor-covered	covered-by-predecessor	none	client-wire:W10-dashboard-security
c527b2c0a41d83577dd79fbd1724015363ca29df	hermes_cli/auth_commands.py	CLI04-provider-catalog-host-runtime	gateway-host-runtime	dynamic-catalog-already-consumed	existing-model-options-consumer	none
3a7c094582276a0358fe78159891d5759be9bbec	hermes_cli/auth_commands.py	CLI04-provider-catalog-host-runtime	gateway-host-runtime	dynamic-catalog-already-consumed	existing-model-options-consumer	none
030edf9774d5ce559ba0d6c943480e98a9524ed2	hermes_cli/auth_commands.py	CLI04-provider-catalog-host-runtime	gateway-host-runtime	dynamic-catalog-already-consumed	existing-model-options-consumer	none
8f3a82f96a654f66b52f8b2c9b98f35cc542a59b	hermes_cli/doctor.py	CLI06-cli-local-management	host-cli-runtime	host-cli-only	none	none
7caa731e80dd2b817caf391a8bc6197b135c2771	hermes_cli/curator.py	CLI06-cli-local-management	host-cli-runtime	host-cli-only	none	none
dd20c30dec51d0b3e3bffcafc3594f2d3a13dd3a	hermes_cli/curator.py	CLI06-cli-local-management	host-cli-runtime	host-cli-only	none	none
ef882a5595efb88f73295fb5b40fb390d5dd8505	hermes_cli/curator.py	CLI06-cli-local-management	host-cli-runtime	host-cli-only	none	none
91191123ed2374e160c8b6a86d2216627e2c9301	hermes_cli/dashboard_auth/base.py;hermes_cli/dashboard_auth/cookies.py	CLI01-dashboard-desktop-surface	desktop-only	desktop-only	none	none
9a91f7058c9728724d403304e50250af4e4433ab	hermes_cli/__init__.py;hermes_cli/_early_recovery.py;hermes_cli/_install_repair.py;hermes_cli/_parser.py;hermes_cli/_scan_venv_blockers.py;hermes_cli/_startup_fast.py;hermes_cli/_subprocess_compat.py;hermes_cli/active_sessions.py;hermes_cli/approval_transport.py;hermes_cli/auth.py;hermes_cli/auth_commands.py;hermes_cli/backup.py;hermes_cli/banner.py;hermes_cli/build_info.py;hermes_cli/bundles.py;hermes_cli/claw.py;hermes_cli/cli_agent_setup_mixin.py;hermes_cli/cli_commands_mixin.py;hermes_cli/cli_output.py;hermes_cli/codex_models.py;hermes_cli/commands.py;hermes_cli/config.py;hermes_cli/config_defaults.py;hermes_cli/config_migrations.py;hermes_cli/console_engine.py;hermes_cli/copilot_auth.py;hermes_cli/cron.py;hermes_cli/curator.py;hermes_cli/dashboard_auth/base.py;hermes_cli/dashboard_auth/cookies.py;hermes_cli/dashboard_auth/login_page.py;hermes_cli/dashboard_auth/native_flow.py;hermes_cli/dashboard_auth/registry.py;hermes_cli/dashboard_auth/routes.py;hermes_cli/dashboard_procs.py;hermes_cli/debug.py;hermes_cli/dep_ensure.py;hermes_cli/doctor.py;hermes_cli/doctor_live.py;hermes_cli/dump.py;hermes_cli/env_loader.py;hermes_cli/foreign_sessions.py;hermes_cli/gateway.py;hermes_cli/gateway_enroll.py;hermes_cli/gateway_windows.py;hermes_cli/gitlock.py;hermes_cli/goals.py;hermes_cli/heartbeat.py;hermes_cli/hooks.py;hermes_cli/inventory.py;hermes_cli/kanban.py;hermes_cli/kanban_db.py;hermes_cli/linux_desktop_entry.py;hermes_cli/loops.py;hermes_cli/main.py;hermes_cli/managed_uv.py;hermes_cli/mcp_catalog.py;hermes_cli/mcp_config.py;hermes_cli/memory_setup.py;hermes_cli/model_cost_guard.py;hermes_cli/model_data_policy_guard.py;hermes_cli/model_normalize.py;hermes_cli/model_search.py;hermes_cli/model_selection_guards.py;hermes_cli/model_setup_flows.py;hermes_cli/model_switch.py;hermes_cli/models.py;hermes_cli/nous_subscription.py;hermes_cli/npm_engine.py;hermes_cli/observability/relay_shared_metrics.py;hermes_cli/observability/shared_metrics_contract.py;hermes_cli/oneshot.py;hermes_cli/pets.py;hermes_cli/platform_actions.py;hermes_cli/plugin_capabilities.py;hermes_cli/plugin_dev.py;hermes_cli/plugin_index.py;hermes_cli/plugin_packs.py;hermes_cli/plugins.py;hermes_cli/plugins_cmd.py;hermes_cli/process_identity.py;hermes_cli/profiles.py;hermes_cli/projects_db.py;hermes_cli/prompt_size.py;hermes_cli/provider_catalog.py;hermes_cli/providers.py;hermes_cli/pt_input_extras.py;hermes_cli/pty_session.py;hermes_cli/relay_plugin_cutover.py;hermes_cli/resource_limits.py;hermes_cli/runtime_provider.py;hermes_cli/secrets_cli.py;hermes_cli/service_manager.py;hermes_cli/session_export.py;hermes_cli/session_export_html.py;hermes_cli/session_lost_and_found.py;hermes_cli/session_recovery.py;hermes_cli/sessions_cmd.py;hermes_cli/setup.py;hermes_cli/setup_whatsapp_cloud.py;hermes_cli/skills_hub.py;hermes_cli/slash_exec.py;hermes_cli/stderr_timestamp.py;hermes_cli/subcommands/cron.py;hermes_cli/subcommands/peer.py;hermes_cli/subcommands/plugins.py;hermes_cli/subcommands/profile.py;hermes_cli/subcommands/skills.py;hermes_cli/subcommands/update.py;hermes_cli/subcommands/version.py;hermes_cli/terminal_breadcrumbs.py;hermes_cli/tips.py;hermes_cli/tools_config.py;hermes_cli/uninstall.py;hermes_cli/update_cmd.py;hermes_cli/update_inventory.py;hermes_cli/update_receipt.py;hermes_cli/urllib_security.py;hermes_cli/voice.py;hermes_cli/web_git.py;hermes_cli/web_models.py;hermes_cli/worktree_cmd.py;hermes_cli/worktree_gc.py	CLI00-merge-parent-integration	merge-integration	merge-integration	none	core-runtime:R09-merge-parent-integration
53ab03dc4d408cde53035acf551c7d2f019f0ff5	hermes_cli/dashboard_auth/routes.py	CLI01-dashboard-desktop-surface	desktop-only	desktop-only	none	none
2332c997ed6e40b1a5a9452cc225feadf8dfc5d8	hermes_cli/dashboard_auth/base.py;hermes_cli/dashboard_auth/cookies.py;hermes_cli/dashboard_auth/routes.py	CLI00-merge-parent-integration	merge-integration	merge-integration	none	none
a0ca7c19204e514f9590ce3b812e029b315ab9e9	hermes_cli/console_engine.py;hermes_cli/cron.py;hermes_cli/subcommands/cron.py	CLI10-one-shot-rearm-contract	upstream-contract	upstream-contract-blocked	none	core-runtime:R05-cron-execution-and-retirement
e8ab3b075dc6e106a31e99f9031086233dd8a8c2	hermes_cli/cli_output.py	CLI06-cli-local-management	host-cli-runtime	host-cli-only	none	none
45aa0dc33e380fc181f2f902dfffd6bd21a969c6	hermes_cli/cli_output.py	CLI06-cli-local-management	host-cli-runtime	host-cli-only	none	none
1a95d0d58e59669f8dc1b0b955e372411f6be410	hermes_cli/_early_recovery.py;hermes_cli/_install_repair.py;hermes_cli/auth.py;hermes_cli/auth_commands.py;hermes_cli/cli_commands_mixin.py;hermes_cli/cli_output.py;hermes_cli/codex_models.py;hermes_cli/commands.py;hermes_cli/config.py;hermes_cli/config_defaults.py;hermes_cli/console_engine.py;hermes_cli/cron.py;hermes_cli/curator.py;hermes_cli/dashboard_auth/base.py;hermes_cli/dashboard_auth/cookies.py;hermes_cli/dashboard_auth/login_page.py;hermes_cli/dashboard_auth/registry.py;hermes_cli/dashboard_auth/routes.py;hermes_cli/dashboard_procs.py;hermes_cli/doctor.py;hermes_cli/gateway.py;hermes_cli/inventory.py;hermes_cli/main.py;hermes_cli/models.py;hermes_cli/nous_subscription.py;hermes_cli/oneshot.py;hermes_cli/plugins.py;hermes_cli/profiles.py;hermes_cli/runtime_provider.py;hermes_cli/subcommands/cron.py;hermes_cli/subcommands/peer.py;hermes_cli/uninstall.py;hermes_cli/update_cmd.py;hermes_cli/update_inventory.py;hermes_cli/update_receipt.py	CLI00-merge-parent-integration	merge-integration	merge-integration	none	client-wire:W01-transcript-rewind-carriers
8345effc4ef81f3593db134b0670ac3b61054032	hermes_cli/curses_ui.py;hermes_cli/main.py;hermes_cli/setup.py	CLI06-cli-local-management	host-cli-runtime	host-cli-only	none	none
b57530afee8830c0d3e3c0678991c94d33e76381	hermes_cli/curses_ui.py	CLI06-cli-local-management	host-cli-runtime	host-cli-only	none	none
3963fc6f219c21f50cb8116822ad2c4478a6f343	hermes_cli/config_migrations.py	CLI06-cli-local-management	host-cli-runtime	host-cli-only	none	none
694550e486a35484c04196a962a5ced7aea5fafe	hermes_cli/_parser.py;hermes_cli/main.py	CLI06-cli-local-management	host-cli-runtime	host-cli-only	none	none
905edf37a47581c08dc252d5d69d14ccdc4246fd	hermes_cli/_parser.py	CLI06-cli-local-management	host-cli-runtime	host-cli-only	none	none
d74bbb9bd9d6e1771b25b4906faaf921933af744	hermes_cli/update_cmd.py	CLI02-host-update-lifecycle	gateway-host-runtime	host-cli-only	none	none
93bf6f72253e4cd13744c7fd1d3804624a72780e	hermes_cli/main.py;hermes_cli/update_cmd.py	CLI02-host-update-lifecycle	gateway-host-runtime	host-cli-only	none	none
8d17060249e0d74fc309c913e7d283f6c0922de5	hermes_cli/main.py	CLI06-cli-local-management	host-cli-runtime	host-cli-only	none	none
a87d314e4475bf661cadb71dc2aad416d7bf121e	hermes_cli/auth.py	CLI04-provider-catalog-host-runtime	gateway-host-runtime	dynamic-catalog-already-consumed	existing-model-options-consumer	none
ec5e369fe68f4abb3188767c751d6166d2139f0a	hermes_cli/_parser.py;hermes_cli/auth.py;hermes_cli/config_migrations.py;hermes_cli/curses_ui.py;hermes_cli/main.py;hermes_cli/setup.py;hermes_cli/update_cmd.py	CLI00-merge-parent-integration	merge-integration	merge-integration	none	client-wire:W01-transcript-rewind-carriers
6e534df114097b86fa82b464f33830fc5c97e2fa	hermes_cli/_parser.py;hermes_cli/auth.py;hermes_cli/cli_output.py;hermes_cli/config_migrations.py;hermes_cli/curses_ui.py;hermes_cli/main.py;hermes_cli/setup.py;hermes_cli/update_cmd.py	CLI00-merge-parent-integration	merge-integration	merge-integration	none	core-runtime:R09-merge-parent-integration
5843b2f5959409d769c66eda89ca1e746983ded5	hermes_cli/cron.py	CLI11-predecessor-covered	predecessor-covered	covered-by-predecessor	none	core-runtime:R05-cron-execution-and-retirement
ddbd928ee4e881f0c7b3536a00355647c6559fe2	hermes_cli/cron.py	CLI11-predecessor-covered	predecessor-covered	covered-by-predecessor	none	core-runtime:R05-cron-execution-and-retirement
b595fcd5e16425a78b168881d9401b9d07e8e187	hermes_cli/config_defaults.py;hermes_cli/main.py	CLI01-dashboard-desktop-surface	desktop-only	desktop-only	none	none
057dcdf236f8a6a26721c10fcc6ccb72726e272a	hermes_cli/config_defaults.py;hermes_cli/main.py	CLI00-merge-parent-integration	merge-integration	merge-integration	none	core-runtime:R09-merge-parent-integration

